support,itemsets,length
0.0012029673193878234,"frozenset({'fruit/vegetable juice', 'bottled water'})",2
0.001403461872619127,"frozenset({'margarine', 'bottled water'})",2
0.001804450979081735,"frozenset({'newspapers', 'bottled water'})",2
0.0010024727661565194,"frozenset({'onions', 'bottled water'})",2
0.005480184454988973,"frozenset({'other vegetables', 'bottled water'})",2
0.0028737552629820224,"frozenset({'pastry', 'bottled water'})",2
0.002004945532313039,"frozenset({'pip fruit', 'bottled water'})",2
0.001403461872619127,"frozenset({'pork', 'bottled water'})",2
0.004678206242063757,"frozenset({'bottled water', 'rolls/buns'})",2
0.0034752389226759338,"frozenset({'bottled water', 'root vegetables'})",2
0.003141081333957094,"frozenset({'bottled water', 'sausage'})",2
0.002004945532313039,"frozenset({'shopping bags', 'bottled water'})",2
0.0048118692775512934,"frozenset({'soda', 'bottled water'})",2
0.0014702933903628951,"frozenset({'sugar', 'bottled water'})",2
0.003542070440419702,"frozenset({'bottled water', 'tropical fruit'})",2
0.0010693042839002875,"frozenset({'uht-milk', 'bottled water'})",2
0.001804450979081735,"frozenset({'whipped/sour cream', 'bottled water'})",2
0.0012697988371315912,"frozenset({'bottled water', 'white bread'})",2
0.007150972398583172,"frozenset({'bottled water', 'whole milk'})",2
0.003809396511394774,"frozenset({'yogurt', 'bottled water'})",2
0.0010024727661565194,"frozenset({'butter', 'brown bread'})",2
0.0024059346387756467,"frozenset({'canned beer', 'brown bread'})",2
0.0017376194613379669,"frozenset({'brown bread', 'citrus fruit'})",2
0.0012029673193878234,"frozenset({'brown bread', 'curd'})",2
0.0012029673193878234,"frozenset({'brown bread', 'domestic eggs'})",2
0.0015371249081066632,"frozenset({'brown bread', 'frankfurter'})",2
0.0030742498162133263,"frozenset({'brown bread', 'other vegetables'})",2
0.002004945532313039,"frozenset({'pastry', 'brown bread'})",2
0.001670787943594199,"frozenset({'pip fruit', 'brown bread'})",2
0.001670787943594199,"frozenset({'brown bread', 'pork'})",2
0.003341575887188398,"frozenset({'brown bread', 'rolls/buns'})",2
0.0013366303548753592,"frozenset({'brown bread', 'root vegetables'})",2
0.001804450979081735,"frozenset({'brown bread', 'sausage'})",2
0.0012697988371315912,"frozenset({'shopping bags', 'brown bread'})",2
0.0028737552629820224,"frozenset({'soda', 'brown bread'})",2
0.0014702933903628951,"frozenset({'brown bread', 'tropical fruit'})",2
0.0010693042839002875,"frozenset({'brown bread', 'whipped/sour cream'})",2
0.0010024727661565194,"frozenset({'brown bread', 'white bread'})",2
0.004477711688832453,"frozenset({'brown bread', 'whole milk'})",2
0.0023391031210318785,"frozenset({'yogurt', 'brown bread'})",2
0.0010024727661565194,"frozenset({'butter', 'canned beer'})",2
0.0019381140145692708,"frozenset({'butter', 'citrus fruit'})",2
0.001403461872619127,"frozenset({'butter', 'frankfurter'})",2
0.001403461872619127,"frozenset({'butter', 'fruit/vegetable juice'})",2
0.001403461872619127,"frozenset({'butter', 'margarine'})",2
0.001403461872619127,"frozenset({'butter', 'newspapers'})",2
0.0028737552629820224,"frozenset({'butter', 'other vegetables'})",2
0.0015371249081066632,"frozenset({'pastry', 'butter'})",2
0.0011361358016440553,"frozenset({'butter', 'pip fruit'})",2
0.0028737552629820224,"frozenset({'butter', 'rolls/buns'})",2
0.002004945532313039,"frozenset({'butter', 'root vegetables'})",2
0.0019381140145692708,"frozenset({'butter', 'sausage'})",2
0.0013366303548753592,"frozenset({'butter', 'shopping bags'})",2
0.003141081333957094,"frozenset({'butter', 'soda'})",2
0.0015371249081066632,"frozenset({'butter', 'tropical fruit'})",2
0.0011361358016440553,"frozenset({'butter', 'whipped/sour cream'})",2
0.004678206242063757,"frozenset({'butter', 'whole milk'})",2
0.002205440085544343,"frozenset({'butter', 'yogurt'})",2
0.0012697988371315912,"frozenset({'other vegetables', 'butter milk'})",2
0.0012697988371315912,"frozenset({'butter milk', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'butter milk', 'root vegetables'})",2
0.0010024727661565194,"frozenset({'shopping bags', 'butter milk'})",2
0.001403461872619127,"frozenset({'soda', 'butter milk'})",2
0.0010024727661565194,"frozenset({'butter milk', 'tropical fruit'})",2
0.001670787943594199,"frozenset({'whole milk', 'butter milk'})",2
0.0012697988371315912,"frozenset({'yogurt', 'butter milk'})",2
0.0010024727661565194,"frozenset({'citrus fruit', 'candy'})",2
0.0011361358016440553,"frozenset({'other vegetables', 'candy'})",2
0.0014702933903628951,"frozenset({'candy', 'rolls/buns'})",2
0.0012697988371315912,"frozenset({'soda', 'candy'})",2
0.002138608567800575,"frozenset({'whole milk', 'candy'})",2
0.0012029673193878234,"frozenset({'yogurt', 'candy'})",2
0.0011361358016440553,"frozenset({'canned beer', 'chicken'})",2
0.0010693042839002875,"frozenset({'canned beer', 'chocolate'})",2
0.0015371249081066632,"frozenset({'canned beer', 'citrus fruit'})",2
0.0010024727661565194,"frozenset({'coffee', 'canned beer'})",2
0.0012029673193878234,"frozenset({'canned beer', 'curd'})",2
0.0012029673193878234,"frozenset({'canned beer', 'domestic eggs'})",2
0.0013366303548753592,"frozenset({'canned beer', 'frankfurter'})",2
0.0013366303548753592,"frozenset({'canned beer', 'frozen vegetables'})",2
0.0015371249081066632,"frozenset({'canned beer', 'fruit/vegetable juice'})",2
0.0012029673193878234,"frozenset({'canned beer', 'margarine'})",2
0.001871282496825503,"frozenset({'canned beer', 'newspapers'})",2
0.004009891064626078,"frozenset({'canned beer', 'other vegetables'})",2
0.001871282496825503,"frozenset({'pastry', 'canned beer'})",2
0.001603956425850431,"frozenset({'canned beer', 'pip fruit'})",2
0.001670787943594199,"frozenset({'canned beer', 'pork'})",2
0.004210385617857381,"frozenset({'canned beer', 'rolls/buns'})",2
0.0020717770500568067,"frozenset({'canned beer', 'root vegetables'})",2
0.0010024727661565194,"frozenset({'canned beer', 'salty snack'})",2
0.0024727661565194146,"frozenset({'canned beer', 'sausage'})",2
0.001871282496825503,"frozenset({'canned beer', 'shopping bags'})",2
0.003141081333957094,"frozenset({'canned beer', 'soda'})",2
0.0025395976742631824,"frozenset({'canned beer', 'tropical fruit'})",2
0.0015371249081066632,"frozenset({'canned beer', 'whipped/sour cream'})",2
0.0015371249081066632,"frozenset({'canned beer', 'white bread'})",2
0.006014836596939116,"frozenset({'canned beer', 'whole milk'})",2
0.0038762280291385416,"frozenset({'canned beer', 'yogurt'})",2
0.0010693042839002875,"frozenset({'cat food', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'cat food', 'tropical fruit'})",2
0.001670787943594199,"frozenset({'cat food', 'whole milk'})",2
0.0010693042839002875,"frozenset({'other vegetables', 'chewing gum'})",2
0.0010024727661565194,"frozenset({'soda', 'chewing gum'})",2
0.001670787943594199,"frozenset({'whole milk', 'chewing gum'})",2
0.001403461872619127,"frozenset({'yogurt', 'chewing gum'})",2
0.0012029673193878234,"frozenset({'chicken', 'citrus fruit'})",2
0.0011361358016440553,"frozenset({'chicken', 'curd'})",2
0.0010024727661565194,"frozenset({'chicken', 'domestic eggs'})",2
0.0010024727661565194,"frozenset({'margarine', 'chicken'})",2
0.002205440085544343,"frozenset({'chicken', 'other vegetables'})",2
0.0012697988371315912,"frozenset({'pastry', 'chicken'})",2
0.0010693042839002875,"frozenset({'pip fruit', 'chicken'})",2
0.0028737552629820224,"frozenset({'chicken', 'rolls/buns'})",2
0.0010024727661565194,"frozenset({'chicken', 'root vegetables'})",2
0.0010693042839002875,"frozenset({'chicken', 'sausage'})",2
0.0012697988371315912,"frozenset({'chicken', 'shopping bags'})",2
0.002138608567800575,"frozenset({'chicken', 'soda'})",2
0.001403461872619127,"frozenset({'chicken', 'tropical fruit'})",2
0.0012697988371315912,"frozenset({'chicken', 'whipped/sour cream'})",2
0.003408407404932166,"frozenset({'chicken', 'whole milk'})",2
0.001804450979081735,"frozenset({'yogurt', 'chicken'})",2
0.0010693042839002875,"frozenset({'chocolate', 'citrus fruit'})",2
0.001871282496825503,"frozenset({'chocolate', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'pip fruit', 'chocolate'})",2
0.002806923745238254,"frozenset({'chocolate', 'rolls/buns'})",2
0.0012029673193878234,"frozenset({'chocolate', 'root vegetables'})",2
0.001403461872619127,"frozenset({'chocolate', 'sausage'})",2
0.001670787943594199,"frozenset({'chocolate', 'soda'})",2
0.001403461872619127,"frozenset({'chocolate', 'tropical fruit'})",2
0.0029405867807257902,"frozenset({'chocolate', 'whole milk'})",2
0.001603956425850431,"frozenset({'yogurt', 'chocolate'})",2
0.0013366303548753592,"frozenset({'coffee', 'citrus fruit'})",2
0.0010024727661565194,"frozenset({'citrus fruit', 'cream cheese'})",2
0.0011361358016440553,"frozenset({'citrus fruit', 'curd'})",2
0.0012697988371315912,"frozenset({'citrus fruit', 'domestic eggs'})",2
0.0017376194613379669,"frozenset({'citrus fruit', 'frankfurter'})",2
0.001603956425850431,"frozenset({'frozen vegetables', 'citrus fruit'})",2
0.0013366303548753592,"frozenset({'citrus fruit', 'fruit/vegetable juice'})",2
0.0011361358016440553,"frozenset({'margarine', 'citrus fruit'})",2
0.001403461872619127,"frozenset({'citrus fruit', 'napkins'})",2
0.0012029673193878234,"frozenset({'newspapers', 'citrus fruit'})",2
0.0048118692775512934,"frozenset({'citrus fruit', 'other vegetables'})",2
0.002138608567800575,"frozenset({'pastry', 'citrus fruit'})",2
0.0014702933903628951,"frozenset({'pip fruit', 'citrus fruit'})",2
0.0013366303548753592,"frozenset({'citrus fruit', 'pork'})",2
0.004678206242063757,"frozenset({'citrus fruit', 'rolls/buns'})",2
0.002205440085544343,"frozenset({'citrus fruit', 'root vegetables'})",2
0.0012029673193878234,"frozenset({'citrus fruit', 'sausage'})",2
0.001804450979081735,"frozenset({'shopping bags', 'citrus fruit'})",2
0.003742564993651006,"frozenset({'soda', 'citrus fruit'})",2
0.001403461872619127,"frozenset({'specialty chocolate', 'citrus fruit'})",2
0.0028737552629820224,"frozenset({'citrus fruit', 'tropical fruit'})",2
0.0020717770500568067,"frozenset({'citrus fruit', 'whipped/sour cream'})",2
0.0011361358016440553,"frozenset({'citrus fruit', 'white bread'})",2
0.007150972398583172,"frozenset({'citrus fruit', 'whole milk'})",2
0.004611374724319989,"frozenset({'yogurt', 'citrus fruit'})",2
0.001403461872619127,"frozenset({'coffee', 'domestic eggs'})",2
0.0014702933903628951,"frozenset({'coffee', 'frankfurter'})",2
0.0026064291920069507,"frozenset({'coffee', 'other vegetables'})",2
0.001403461872619127,"frozenset({'pastry', 'coffee'})",2
0.0010693042839002875,"frozenset({'coffee', 'pip fruit'})",2
0.0024059346387756467,"frozenset({'coffee', 'rolls/buns'})",2
0.002004945532313039,"frozenset({'coffee', 'root vegetables'})",2
0.0013366303548753592,"frozenset({'coffee', 'sausage'})",2
0.001403461872619127,"frozenset({'coffee', 'shopping bags'})",2
0.0024727661565194146,"frozenset({'coffee', 'soda'})",2
0.0015371249081066632,"frozenset({'coffee', 'tropical fruit'})",2
0.003809396511394774,"frozenset({'coffee', 'whole milk'})",2
0.0020717770500568067,"frozenset({'coffee', 'yogurt'})",2
0.0010024727661565194,"frozenset({'frankfurter', 'cream cheese'})",2
0.002138608567800575,"frozenset({'other vegetables', 'cream cheese'})",2
0.001871282496825503,"frozenset({'cream cheese', 'rolls/buns'})",2
0.001603956425850431,"frozenset({'root vegetables', 'cream cheese'})",2
0.0012029673193878234,"frozenset({'cream cheese', 'sausage'})",2
0.0012029673193878234,"frozenset({'shopping bags', 'cream cheese'})",2
0.0014702933903628951,"frozenset({'soda', 'cream cheese'})",2
0.001403461872619127,"frozenset({'cream cheese', 'tropical fruit'})",2
0.0028737552629820224,"frozenset({'whole milk', 'cream cheese'})",2
0.001603956425850431,"frozenset({'yogurt', 'cream cheese'})",2
0.0010024727661565194,"frozenset({'curd', 'dessert'})",2
0.0013366303548753592,"frozenset({'curd', 'frankfurter'})",2
0.0010693042839002875,"frozenset({'margarine', 'curd'})",2
0.003542070440419702,"frozenset({'curd', 'other vegetables'})",2
0.001403461872619127,"frozenset({'pastry', 'curd'})",2
0.0013366303548753592,"frozenset({'pip fruit', 'curd'})",2
0.0011361358016440553,"frozenset({'pork', 'curd'})",2
0.0027400922274944863,"frozenset({'curd', 'rolls/buns'})",2
0.0014702933903628951,"frozenset({'curd', 'root vegetables'})",2
0.0029405867807257902,"frozenset({'curd', 'sausage'})",2
0.0012697988371315912,"frozenset({'shopping bags', 'curd'})",2
0.002806923745238254,"frozenset({'soda', 'curd'})",2
0.001871282496825503,"frozenset({'curd', 'tropical fruit'})",2
0.001670787943594199,"frozenset({'curd', 'whipped/sour cream'})",2
0.004143554100113613,"frozenset({'curd', 'whole milk'})",2
0.0022722716032881106,"frozenset({'yogurt', 'curd'})",2
0.0020717770500568067,"frozenset({'other vegetables', 'dessert'})",2
0.002004945532313039,"frozenset({'dessert', 'rolls/buns'})",2
0.0010693042839002875,"frozenset({'root vegetables', 'dessert'})",2
0.0014702933903628951,"frozenset({'dessert', 'sausage'})",2
0.0012029673193878234,"frozenset({'shopping bags', 'dessert'})",2
0.0014702933903628951,"frozenset({'soda', 'dessert'})",2
0.0010693042839002875,"frozenset({'dessert', 'tropical fruit'})",2
0.0024059346387756467,"frozenset({'whole milk', 'dessert'})",2
0.0012029673193878234,"frozenset({'yogurt', 'dessert'})",2
0.0010024727661565194,"frozenset({'detergent', 'rolls/buns'})",2
0.001403461872619127,"frozenset({'detergent', 'whole milk'})",2
0.0010693042839002875,"frozenset({'yogurt', 'detergent'})",2
0.001403461872619127,"frozenset({'domestic eggs', 'frankfurter'})",2
0.0010693042839002875,"frozenset({'domestic eggs', 'fruit/vegetable juice'})",2
0.0015371249081066632,"frozenset({'newspapers', 'domestic eggs'})",2
0.003542070440419702,"frozenset({'domestic eggs', 'other vegetables'})",2
0.0013366303548753592,"frozenset({'pastry', 'domestic eggs'})",2
0.0012029673193878234,"frozenset({'pork', 'domestic eggs'})",2
0.003408407404932166,"frozenset({'domestic eggs', 'rolls/buns'})",2
0.002004945532313039,"frozenset({'domestic eggs', 'root vegetables'})",2
0.001804450979081735,"frozenset({'domestic eggs', 'sausage'})",2
0.0014702933903628951,"frozenset({'shopping bags', 'domestic eggs'})",2
0.0025395976742631824,"frozenset({'soda', 'domestic eggs'})",2
0.002138608567800575,"frozenset({'domestic eggs', 'tropical fruit'})",2
0.0010024727661565194,"frozenset({'domestic eggs', 'white bread'})",2
0.005279689901757669,"frozenset({'domestic eggs', 'whole milk'})",2
0.0020717770500568067,"frozenset({'yogurt', 'domestic eggs'})",2
0.0010693042839002875,"frozenset({'flour', 'tropical fruit'})",2
0.0013366303548753592,"frozenset({'flour', 'whole milk'})",2
0.0010693042839002875,"frozenset({'frozen vegetables', 'frankfurter'})",2
0.0011361358016440553,"frozenset({'fruit/vegetable juice', 'frankfurter'})",2
0.001603956425850431,"frozenset({'margarine', 'frankfurter'})",2
0.0010693042839002875,"frozenset({'newspapers', 'frankfurter'})",2
0.005146026866270133,"frozenset({'other vegetables', 'frankfurter'})",2
0.0017376194613379669,"frozenset({'pastry', 'frankfurter'})",2
0.001804450979081735,"frozenset({'pip fruit', 'frankfurter'})",2
0.0036757334759072377,"frozenset({'frankfurter', 'rolls/buns'})",2
0.002205440085544343,"frozenset({'root vegetables', 'frankfurter'})",2
0.0014702933903628951,"frozenset({'frankfurter', 'sausage'})",2
